3.600000000000000000e+03,2.375000000000000000e+03,7.631000000000000227e+01,3.000000000000000000e+04,1.503999999999999915e+01,0.000000000000000000e+00,2.700000000000000000e+01,9.699999999999998901e-02,1.000000000000000000e+00,1.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+04,2.300000000000000000e+04,7.678899999999999864e+02,9.500000000000000000e+04,1.607000000000000028e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.235999999999999877e-01,1.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+03,7.000000000000000000e+03,2.258400000000000034e+02,6.600000000000000000e+04,6.580000000000000071e+00,0.000000000000000000e+00,6.000000000000000000e+00,9.990000000000000269e-02,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000000e+03,7.200000000000000000e+03,2.390399999999999920e+02,6.400000000000000000e+04,2.228000000000000114e+01,0.000000000000000000e+00,3.400000000000000000e+01,1.197000000000000008e-01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.200000000000000000e+04,7.325000000000000000e+03,2.258799999999999955e+02,6.000000000000000000e+04,2.405999999999999872e+01,0.000000000000000000e+00,3.800000000000000000e+01,6.909999999999999476e-02,1.000000000000000000e+00,7.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
7.500000000000000000e+03,7.500000000000000000e+03,2.490000000000000000e+02,1.450000000000000000e+05,1.816000000000000014e+01,0.000000000000000000e+00,5.300000000000000000e+01,1.197000000000000008e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.600000000000000000e+04,6.125000000000000000e+03,2.153400000000000034e+02,6.699600000000000000e+04,1.625000000000000000e+01,1.000000000000000000e+00,2.700000000000000000e+01,1.600000000000000033e-01,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+04,1.625000000000000000e+04,5.329299999999999500e+02,6.240000000000000000e+04,2.076999999999999957e+01,0.000000000000000000e+00,1.800000000000000000e+01,1.111999999999999933e-01,1.000000000000000000e+00,1.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+04,1.500000000000000000e+04,4.997300000000000182e+02,8.060000000000000000e+04,3.479999999999999982e+00,0.000000000000000000e+00,1.800000000000000000e+01,1.221000000000000141e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.350000000000000000e+03,5.350000000000000000e+03,1.805699999999999932e+02,4.000000000000000000e+03,1.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.311999999999999833e-01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
3.500000000000000000e+03,3.500000000000000000e+03,1.166099999999999994e+02,6.800400000000000000e+04,1.782000000000000028e+01,0.000000000000000000e+00,3.500000000000000000e+01,1.221000000000000141e-01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.580000000000000000e+04,1.580000000000000000e+04,3.414900000000000091e+02,8.400000000000000000e+04,6.290000000000000036e+00,0.000000000000000000e+00,3.200000000000000000e+01,1.073999999999999955e-01,2.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+03,9.000000000000000000e+03,3.080600000000000023e+02,5.000400000000000000e+04,8.210000000000000853e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.411000000000000032e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.500000000000000000e+03,7.500000000000000000e+03,2.420399999999999920e+02,7.900000000000000000e+04,1.521000000000000085e+01,1.000000000000000000e+00,4.200000000000000000e+01,1.000999999999999945e-01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+03,5.000000000000000000e+03,1.607800000000000011e+02,4.500000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,9.759999999999999232e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
2.000000000000000000e+04,2.000000000000000000e+04,6.640000000000000000e+02,9.001200000000000000e+04,1.896000000000000085e+01,0.000000000000000000e+00,3.100000000000000000e+01,1.197000000000000008e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.800000000000000000e+03,4.800000000000000000e+03,1.498700000000000045e+02,2.100000000000000000e+04,6.339999999999999858e+00,0.000000000000000000e+00,8.000000000000000000e+00,7.749999999999999944e-02,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+03,7.000000000000000000e+03,2.420500000000000114e+02,4.500000000000000000e+04,1.912000000000000099e+01,0.000000000000000000e+00,3.100000000000000000e+01,1.481999999999999984e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.500000000000000000e+03,3.500000000000000000e+03,1.118199999999999932e+02,8.700000000000000000e+04,1.350000000000000000e+01,0.000000000000000000e+00,3.100000000000000000e+01,9.320000000000000506e-02,1.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.500000000000000000e+03,7.500000000000000000e+03,2.372100000000000080e+02,2.250000000000000000e+05,7.440000000000000391e+00,0.000000000000000000e+00,9.000000000000000000e+00,8.630000000000000171e-02,1.000000000000000000e+00,8.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
2.400000000000000000e+04,1.490000000000000000e+04,4.877400000000000091e+02,7.000000000000000000e+04,2.546000000000000085e+01,0.000000000000000000e+00,1.500000000000000000e+01,1.098999999999999977e-01,1.000000000000000000e+00,1.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
2.185000000000000000e+04,1.517500000000000000e+04,3.452099999999999795e+02,2.880000000000000000e+04,1.921000000000000085e+01,0.000000000000000000e+00,1.500000000000000000e+01,1.299000000000000155e-01,2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
